timestamp,alert_id,device_id,device_type,ward,criticality_tier,life_support,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,packet_rate,packets_per_sec,unique_ports,failed_connections,bytes_sent,bytes_received,flow_duration,hour_of_day,day_of_week,is_night,is_weekend,attack_type,attack_severity,network_anomaly_score,behavioral_anomaly_score,time_anomaly_score,group_id,campaign_id,actual_priority,predicted_priority,confidence_score,prediction_correct,match_status,alerts_in_group,group_priority
2024-02-06 20:28:32,ALT_623923,OPD_ESP32_TEMP_001,ESP32_Temperature,OPD,5,False,192.168.37.91,10.0.2.252,48674,1883,MQTT,1240,1365,22.75,25,41,1692600,1163219,20.12,20,1,False,False,firmware_exploit,45,0.787545,0.805774,0.231991,GRP_18579,CAMP_046,HIGH,HIGH,0.969993,1,CORRECT,1,HIGH
2024-02-08 21:55:00,ALT_553236,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.47.225,10.0.8.69,16677,80,HTTP,763,1855,30.92,48,133,1415365,946814,58.03,21,3,False,False,buffer_overflow,42,0.821097,0.875059,0.383781,GRP_23020,CAMP_027,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-01-19 02:31:53,ALT_355292,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.36.129,10.0.7.60,9455,8883,MQTT,1222,900,15.0,50,74,1099800,701995,27.8,2,4,True,False,firmware_exploit,45,0.830705,0.843694,0.49594,GRP_20544,CAMP_044,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-23 03:22:40,ALT_633744,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.28.81,10.0.10.205,6490,1883,MQTT,1573,453,7.55,17,17,712569,235422,44.42,3,1,True,False,mitm_ssl_strip,38,0.956667,0.623438,0.321801,GRP_17451,CAMP_018,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-27 22:06:45,ALT_190414,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.21.101,10.0.10.140,13328,443,WiFi,1195,324,5.4,13,78,387180,175822,28.39,22,5,False,True,mitm_ssl_strip,31,0.656049,0.654433,0.583431,GRP_30803,CAMP_009,HIGH,HIGH,0.896771,1,CORRECT,1,HIGH
2024-01-30 04:14:06,ALT_321313,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.36.124,10.0.3.216,19816,8883,MQTT,1807,1797,29.95,26,168,3247179,1255598,25.71,4,1,True,False,mqtt_injection,40,0.667902,0.546343,0.174264,GRP_30771,CAMP_028,LOW,LOW,0.99,1,CORRECT,1,LOW
2024-02-02 10:30:35,ALT_625660,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.17.232,10.0.9.202,56354,8883,MQTT,1432,141,2.35,33,118,201912,110015,0.9,10,4,False,False,ddos,40,0.854506,0.53067,0.260332,GRP_3210,CAMP_022,LOW,LOW,0.990048,1,CORRECT,1,LOW
2024-02-02 18:16:17,ALT_888211,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.28.100,10.0.5.127,24708,80,WiFi,1593,1873,31.22,21,100,2983689,1543891,12.26,18,4,False,False,mqtt_injection,35,0.815354,0.66009,0.342854,GRP_22780,CAMP_045,HIGH,HIGH,0.869193,1,CORRECT,1,HIGH
2024-01-25 20:32:39,ALT_894545,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.28.84,10.0.10.149,64847,1883,MQTT,1995,1781,29.68,36,88,3553095,1907415,3.3,20,3,False,False,mitm_ssl_strip,38,0.952143,0.84258,0.403884,GRP_2496,CAMP_042,LOW,LOW,0.946392,1,CORRECT,1,LOW
2024-02-02 01:10:38,ALT_490561,OPD_ESP32_TEMP_001,ESP32_Temperature,OPD,5,False,192.168.21.150,10.0.7.99,34371,1883,MQTT,1074,1773,29.55,9,160,1904202,1248631,37.64,1,4,True,False,mitm_ssl_strip,38,0.772436,0.671764,0.38327,GRP_19046,CAMP_037,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-02-12 23:34:51,ALT_120188,WARD_ESP32_ENV_001,ESP32_Environment,General_Ward,5,False,192.168.43.188,10.0.3.39,12616,80,HTTP,885,878,14.63,44,128,777030,418333,41.0,23,0,True,False,mqtt_injection,35,0.688294,0.92025,0.284489,GRP_16498,CAMP_048,MEDIUM,MEDIUM,0.956159,1,CORRECT,1,MEDIUM
2024-01-29 14:29:39,ALT_397373,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.14.244,10.0.6.98,45304,8883,MQTT,1299,1704,28.4,36,199,2213496,1097895,29.17,14,0,False,False,buffer_overflow,42,0.831497,0.938105,0.384454,GRP_14862,CAMP_030,LOW,LOW,0.898241,1,CORRECT,1,LOW
2024-01-15 11:56:16,ALT_152183,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.36.203,10.0.2.28,62101,1883,MQTT,968,1623,27.05,12,175,1571064,669907,16.36,11,0,False,False,mqtt_injection,35,0.845073,0.6552,0.416906,GRP_18413,CAMP_019,LOW,LOW,0.982396,1,CORRECT,1,LOW
2024-01-23 07:59:10,ALT_428114,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.10.74,10.0.2.178,65101,8883,MQTT,683,1955,32.58,15,11,1335265,817295,5.44,7,1,False,False,replay_attack,19,0.923481,0.538063,0.443801,GRP_30226,CAMP_041,HIGH,HIGH,0.852144,1,CORRECT,1,HIGH
2024-02-13 20:11:08,ALT_218040,OPD_ESP32_TEMP_001,ESP32_Temperature,OPD,5,False,192.168.39.207,10.0.2.82,1727,1883,MQTT,829,1046,17.43,40,129,867134,595251,47.28,20,1,False,False,ddos,40,0.680667,0.611954,0.277428,GRP_27294,CAMP_017,INFO,INFO,0.99875,1,CORRECT,1,INFO
2024-02-09 17:01:10,ALT_438375,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.15.96,10.0.9.119,30586,65277,BLE,1538,1396,23.27,26,97,2147048,911677,21.33,17,4,False,False,mitm_ssl_strip,38,0.632408,0.732214,0.549136,GRP_18060,CAMP_009,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-02-08 02:25:25,ALT_970961,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.38.2,10.0.7.66,10131,443,HTTPS,1379,1091,18.18,13,59,1504489,492553,59.12,2,3,True,False,buffer_overflow,42,0.831098,0.742324,0.384612,GRP_19346,CAMP_036,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-01-25 06:15:40,ALT_874313,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.25.235,10.0.4.12,32745,80,HTTP,1461,1825,30.42,30,109,2666325,977806,21.23,6,3,False,False,firmware_exploit,45,0.895163,0.556474,0.550964,GRP_9691,CAMP_038,INFO,INFO,0.988727,1,CORRECT,1,INFO
2024-02-14 18:02:44,ALT_826742,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.37.43,10.0.7.65,4894,8883,MQTT,618,1915,31.92,45,90,1183470,710737,45.07,18,2,False,False,mqtt_injection,35,0.918005,0.858259,0.566649,GRP_9435,CAMP_019,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-29 09:41:46,ALT_108107,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.3.185,10.0.4.211,38470,8883,MQTT,1307,1153,19.22,47,54,1506971,569942,56.6,9,0,False,False,mqtt_injection,26,0.72439,0.554537,0.251179,GRP_39332,CAMP_028,CRITICAL,CRITICAL,0.974508,1,CORRECT,1,CRITICAL
2024-01-31 20:52:10,ALT_693643,HOME_ESP32_HR_001,ESP32_Pulse_Oximeter,Home_Care,5,False,192.168.30.95,10.0.2.80,17610,63745,BLE,716,1713,28.55,8,61,1226508,532795,8.33,20,2,False,False,ddos,33,0.927797,0.815035,0.323161,GRP_30928,CAMP_047,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-01-31 09:37:53,ALT_538298,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.20.116,10.0.1.225,51630,8883,MQTT,1620,1134,18.9,32,157,1837080,722895,24.6,9,2,False,False,ble_spoofing,27,0.784135,0.799356,0.471803,GRP_39718,CAMP_001,MEDIUM,MEDIUM,0.822343,1,CORRECT,1,MEDIUM
2024-01-20 18:10:47,ALT_115679,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.3.20,10.0.9.60,10027,80,WiFi,1060,1235,20.58,26,31,1309100,472315,15.39,18,5,False,True,mqtt_injection,35,0.780598,0.630452,0.568401,GRP_15052,CAMP_045,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-02-14 06:04:12,ALT_679201,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.7.96,10.0.9.104,30206,443,WiFi,531,1312,21.87,3,159,696672,450488,6.15,6,2,False,False,ble_spoofing,30,0.842124,0.547445,0.406664,GRP_23872,CAMP_031,LOW,LOW,0.999231,1,CORRECT,1,LOW
2024-01-24 11:19:14,ALT_532231,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.50.184,10.0.6.213,30958,80,HTTP,569,1421,23.68,13,187,808549,276497,13.48,11,2,False,False,firmware_exploit,45,0.634084,0.685211,0.413073,GRP_19140,CAMP_021,LOW,LOW,0.969843,1,CORRECT,1,LOW
2024-02-12 04:17:40,ALT_992972,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.50.185,10.0.10.204,42511,8080,WiFi,1773,717,11.95,25,104,1271241,735474,47.65,4,0,True,False,wifi_deauth,25,0.759267,0.64831,0.429436,GRP_2759,CAMP_043,CRITICAL,CRITICAL,0.994545,1,CORRECT,1,CRITICAL
2024-01-23 20:19:36,ALT_351430,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.8.177,10.0.4.151,39741,80,HTTP,1688,1324,22.07,31,177,2234912,1187443,4.99,20,1,False,False,wifi_deauth,25,0.984901,0.855315,0.585733,GRP_19922,CAMP_006,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-01-23 15:34:44,ALT_903280,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.40.130,10.0.3.106,17125,443,HTTPS,980,1633,27.22,7,31,1600340,745479,14.89,15,1,False,False,buffer_overflow,33,0.983279,0.643395,0.478414,GRP_30508,CAMP_036,LOW,LOW,0.974242,1,CORRECT,1,LOW
2024-02-04 03:24:22,ALT_615893,HOME_ESP32_HR_001,ESP32_Pulse_Oximeter,Home_Care,5,False,192.168.50.235,10.0.3.229,11661,57943,BLE,993,678,11.3,3,68,673254,421012,47.52,3,6,True,True,replay_attack,33,0.677689,0.890943,0.584614,GRP_32440,CAMP_003,INFO,INFO,0.982167,1,CORRECT,1,INFO
2024-02-14 23:17:13,ALT_726118,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.33.133,10.0.5.236,20328,80,WiFi,1874,231,3.85,13,150,432894,140397,12.26,23,2,True,False,ble_spoofing,30,0.745406,0.838605,0.180028,GRP_2625,CAMP_001,LOW,LOW,0.963791,1,CORRECT,1,LOW
2024-02-13 05:29:58,ALT_936587,OPD_ESP32_TEMP_001,ESP32_Temperature,OPD,5,False,192.168.15.124,10.0.2.207,3488,1883,MQTT,1658,1777,29.62,45,130,2946266,1530468,31.0,5,1,True,False,replay_attack,34,0.878367,0.644918,0.381261,GRP_35308,CAMP_002,MEDIUM,MEDIUM,0.996,1,CORRECT,1,MEDIUM
2024-01-29 17:20:16,ALT_183441,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.28.40,10.0.6.250,61517,80,HTTP,629,784,13.07,10,149,493136,210212,50.78,17,0,False,False,buffer_overflow,42,0.651783,0.640586,0.512818,GRP_5986,CAMP_035,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-15 14:11:34,ALT_798135,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.35.172,10.0.6.249,24755,80,HTTP,971,1771,29.52,33,81,1719641,740539,59.27,14,0,False,False,wifi_deauth,25,0.601322,0.652444,0.202533,GRP_3984,CAMP_034,INFO,INFO,0.998182,1,CORRECT,1,INFO
2024-01-25 23:12:56,ALT_296657,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.9.34,10.0.4.197,43379,1883,MQTT,1759,1629,27.15,31,54,2865411,1860315,6.93,23,3,True,False,ble_spoofing,30,0.968612,0.946601,0.431049,GRP_26309,CAMP_004,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-01-15 22:55:36,ALT_637781,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.17.53,10.0.8.38,14221,1883,MQTT,1292,120,2.0,36,192,155040,64670,39.76,22,0,False,False,buffer_overflow,42,0.668563,0.760419,0.258988,GRP_29911,CAMP_005,CRITICAL,CRITICAL,1.0,1,CORRECT,1,CRITICAL
2024-01-16 04:00:33,ALT_556204,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.4.90,10.0.10.136,9570,8080,WiFi,619,1874,31.23,39,101,1160006,468129,43.39,4,1,True,False,firmware_exploit,45,0.968286,0.571628,0.398267,GRP_15173,CAMP_021,LOW,LOW,0.99125,1,CORRECT,1,LOW
2024-02-13 06:53:12,ALT_635017,OPD_ESP32_TEMP_001,ESP32_Temperature,OPD,5,False,192.168.44.4,10.0.7.18,15653,8883,MQTT,676,1808,30.13,35,21,1222208,563512,10.83,6,1,False,False,ddos,40,0.601434,0.859497,0.30428,GRP_8290,CAMP_017,LOW,LOW,0.949294,1,CORRECT,1,LOW
2024-02-12 00:37:05,ALT_402498,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.10.12,10.0.1.12,1036,80,HTTP,799,566,9.43,47,195,452234,142631,50.19,0,0,True,False,firmware_exploit,45,0.741042,0.527723,0.459961,GRP_39344,CAMP_033,MEDIUM,MEDIUM,0.920946,1,CORRECT,1,MEDIUM
2024-01-21 00:27:01,ALT_239049,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.19.171,10.0.3.22,25622,1883,MQTT,1936,740,12.33,8,186,1432640,544859,33.99,0,6,True,True,firmware_exploit,45,0.67573,0.707024,0.222934,GRP_28794,CAMP_044,INFO,INFO,0.998571,1,CORRECT,1,INFO
2024-02-12 08:35:30,ALT_640261,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.14.206,10.0.10.146,56931,443,WiFi,1905,363,6.05,20,143,691515,376102,39.9,8,0,False,False,mitm_ssl_strip,31,0.926466,0.59161,0.165972,GRP_39387,CAMP_009,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-01-26 17:34:28,ALT_959099,HOME_ESP32_HR_001,ESP32_Pulse_Oximeter,Home_Care,5,False,192.168.14.82,10.0.3.102,61313,58733,BLE,1107,1241,20.68,23,184,1373787,765114,29.74,17,4,False,False,replay_attack,28,0.682132,0.542251,0.55116,GRP_16671,CAMP_003,INFO,INFO,0.998,1,CORRECT,1,INFO
2024-02-01 05:41:53,ALT_538482,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.41.238,10.0.6.151,30955,1883,MQTT,1408,546,9.1,27,27,768768,463012,14.78,5,3,True,False,mqtt_injection,35,0.619654,0.79052,0.234231,GRP_7447,CAMP_028,HIGH,HIGH,0.904071,1,CORRECT,1,HIGH
2024-01-22 03:43:13,ALT_457467,ICU_ESP32_ECG_001,ESP32_ECG_Monitor,ICU,10,True,192.168.26.25,10.0.5.179,51035,1883,MQTT,1553,781,13.02,48,88,1212893,683493,2.16,3,0,True,False,replay_attack,28,0.815857,0.866001,0.383512,GRP_17565,CAMP_041,LOW,LOW,0.989444,1,CORRECT,1,LOW
2024-01-15 07:16:15,ALT_412780,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.37.44,10.0.1.34,7060,8080,WiFi,946,1669,27.82,13,12,1578874,1041058,33.12,7,0,False,False,mqtt_injection,35,0.849169,0.556357,0.438663,GRP_23939,CAMP_025,LOW,LOW,0.952368,1,CORRECT,1,LOW
2024-02-13 11:29:02,ALT_249166,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.11.246,10.0.8.109,59891,80,HTTP,1818,515,8.58,35,104,936270,316234,3.47,11,1,False,False,replay_attack,22,0.802228,0.91551,0.458302,GRP_36359,CAMP_002,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-31 07:50:37,ALT_100346,HOME_ESP32_HR_001,ESP32_Pulse_Oximeter,Home_Care,5,False,192.168.35.8,10.0.2.59,49091,58455,BLE,538,956,15.93,36,34,514328,248944,52.18,7,2,False,False,replay_attack,28,0.667236,0.743787,0.288135,GRP_19834,CAMP_003,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-20 01:39:43,ALT_243926,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.14.150,10.0.5.105,46640,59705,BLE,804,1441,24.02,27,129,1158564,409189,50.7,1,5,True,True,mqtt_injection,35,0.973633,0.866702,0.435998,GRP_13272,CAMP_048,INFO,INFO,0.995,1,CORRECT,1,INFO
2024-01-15 13:55:29,ALT_946232,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.33.151,10.0.3.100,12022,80,WiFi,1155,448,7.47,15,131,517440,229616,13.55,13,0,False,False,ddos,40,0.658556,0.735818,0.578335,GRP_1202,CAMP_039,LOW,LOW,0.922301,1,CORRECT,1,LOW
2024-01-23 18:34:57,ALT_642972,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.39.41,10.0.9.26,43153,80,HTTP,1390,317,5.28,27,135,440630,236638,22.11,18,1,False,False,mqtt_injection,35,0.868517,0.746005,0.373996,GRP_29331,CAMP_048,LOW,LOW,0.99,1,CORRECT,1,LOW
2024-02-14 08:14:29,ALT_571697,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.23.125,10.0.3.62,10074,443,HTTPS,946,605,10.08,8,85,572330,397314,33.55,8,2,False,False,wifi_deauth,25,0.689292,0.796421,0.163396,GRP_9279,CAMP_043,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-02-09 04:59:34,ALT_577685,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.8.180,10.0.2.213,43379,52113,BLE,1117,563,9.38,24,116,628871,257438,6.12,4,4,True,False,ble_spoofing,37,0.736781,0.784594,0.340342,GRP_31559,CAMP_024,MEDIUM,MEDIUM,0.847375,1,CORRECT,1,MEDIUM
2024-01-21 14:01:27,ALT_983840,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.13.115,10.0.5.207,57947,80,WiFi,1334,110,1.83,44,173,146740,95210,48.92,14,6,False,True,mqtt_injection,35,0.793403,0.653455,0.259933,GRP_5844,CAMP_048,CRITICAL,CRITICAL,0.997275,1,CORRECT,1,CRITICAL
2024-02-04 02:32:24,ALT_854157,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.17.125,10.0.6.58,59402,80,HTTP,597,1128,18.8,31,140,673416,417061,33.9,2,6,True,True,mqtt_injection,35,0.925204,0.59477,0.569822,GRP_34836,CAMP_016,CRITICAL,CRITICAL,1.0,1,CORRECT,1,CRITICAL
2024-02-09 12:12:57,ALT_121498,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.44.138,10.0.6.92,52342,8080,WiFi,1838,912,15.2,23,108,1676256,1049842,33.26,12,4,False,False,buffer_overflow,43,0.916302,0.639396,0.207018,GRP_31962,CAMP_035,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-02-14 06:26:19,ALT_664650,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.41.145,10.0.5.227,17818,443,WiFi,939,451,7.52,14,41,423489,163413,4.06,6,2,False,False,buffer_overflow,42,0.768768,0.888557,0.252354,GRP_26233,CAMP_035,LOW,LOW,0.991429,1,CORRECT,1,LOW
2024-01-19 18:19:48,ALT_426956,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.39.45,10.0.10.89,1798,8883,MQTT,854,1311,21.85,6,127,1119594,481727,20.36,18,4,False,False,buffer_overflow,42,0.989847,0.739657,0.214,GRP_20228,CAMP_027,MEDIUM,MEDIUM,0.710515,1,CORRECT,1,MEDIUM
2024-01-28 15:44:28,ALT_652724,OPD_ESP32_TEMP_001,ESP32_Temperature,OPD,5,False,192.168.50.249,10.0.6.167,65068,8883,MQTT,703,477,7.95,40,91,335331,143150,34.09,15,6,False,True,ddos,35,0.651407,0.829949,0.592279,GRP_37545,CAMP_017,CRITICAL,CRITICAL,0.9955,1,CORRECT,1,CRITICAL
2024-02-08 03:02:33,ALT_823910,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.3.129,10.0.4.97,30883,8883,MQTT,1135,1147,19.12,35,143,1301845,577930,55.61,3,3,True,False,wifi_deauth,25,0.682686,0.877929,0.591459,GRP_0588,CAMP_034,HIGH,CRITICAL,0.584931,0,INCORRECT,1,CRITICAL
2024-02-12 18:24:12,ALT_228978,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.39.229,10.0.6.8,16853,8883,MQTT,1599,1203,20.05,42,192,1923597,1317597,46.59,18,0,False,False,ddos,45,0.762869,0.603313,0.304414,GRP_31981,CAMP_022,LOW,LOW,1.0,1,CORRECT,1,LOW
2024-02-04 20:44:21,ALT_226102,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.43.219,10.0.4.7,65060,54896,BLE,883,990,16.5,35,120,874170,315049,4.88,20,6,False,True,firmware_exploit,45,0.655469,0.948214,0.462997,GRP_0201,CAMP_046,LOW,LOW,0.947424,1,CORRECT,1,LOW
2024-02-03 15:48:42,ALT_387346,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.34.111,10.0.1.108,42897,65297,BLE,1331,1324,22.07,6,76,1762244,742657,54.08,15,5,False,True,wifi_deauth,25,0.716853,0.762028,0.190695,GRP_20733,CAMP_006,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
2024-01-28 10:00:13,ALT_382887,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.1.253,10.0.8.190,33405,443,WiFi,702,198,3.3,14,49,138996,53166,31.78,10,6,False,True,wifi_deauth,25,0.775582,0.699173,0.424576,GRP_20973,CAMP_008,LOW,LOW,0.903509,1,CORRECT,1,LOW
2024-01-26 06:25:41,ALT_490612,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.26.106,10.0.9.158,50814,80,HTTP,596,1845,30.75,6,113,1099620,452398,53.33,6,4,False,False,mqtt_injection,38,0.871764,0.662411,0.251924,GRP_37748,CAMP_016,LOW,LOW,0.99117,1,CORRECT,1,LOW
2024-01-31 05:31:11,ALT_282878,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.46.172,10.0.1.104,30143,53746,BLE,853,768,12.8,21,90,655104,322331,30.9,5,2,True,False,replay_attack,32,0.905763,0.947853,0.380673,GRP_37922,CAMP_014,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-18 14:28:43,ALT_137109,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.44.253,10.0.3.244,57854,8883,MQTT,1522,1305,21.75,33,171,1986210,777406,43.19,14,3,False,False,ddos,45,0.652499,0.745283,0.394949,GRP_34934,CAMP_022,MEDIUM,MEDIUM,0.897386,1,CORRECT,1,MEDIUM
2024-02-05 12:33:40,ALT_321401,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.39.65,10.0.3.37,25277,8080,WiFi,1441,360,6.0,28,136,518760,214502,18.17,12,0,False,False,ble_spoofing,30,0.602328,0.706278,0.184981,GRP_23762,CAMP_024,INFO,INFO,0.974224,1,CORRECT,1,INFO
2024-01-16 19:06:56,ALT_355855,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.36.248,10.0.8.213,19961,443,WiFi,909,813,13.55,6,132,739017,506141,16.14,19,1,False,False,buffer_overflow,42,0.605423,0.786631,0.194119,GRP_19099,CAMP_027,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-31 04:35:58,ALT_472200,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.16.139,10.0.8.135,54038,8883,MQTT,1174,165,2.75,41,176,193710,98080,39.98,4,2,True,False,replay_attack,28,0.784761,0.933558,0.399774,GRP_0483,CAMP_015,LOW,LOW,0.99,1,CORRECT,1,LOW
2024-01-18 00:13:54,ALT_300623,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.41.203,10.0.4.127,27991,50735,BLE,1794,1636,27.27,21,84,2934984,1763833,10.75,0,3,True,False,mqtt_injection,35,0.758346,0.839055,0.426311,GRP_15562,CAMP_048,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-24 17:49:41,ALT_450013,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.38.167,10.0.7.209,33668,1883,MQTT,971,445,7.42,7,22,432095,194716,37.64,17,2,False,False,buffer_overflow,45,0.907291,0.660907,0.200689,GRP_37322,CAMP_030,CRITICAL,CRITICAL,0.993611,1,CORRECT,1,CRITICAL
2024-01-27 04:44:57,ALT_384792,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.46.22,10.0.3.72,39178,1883,MQTT,1533,1385,23.08,48,70,2123205,696171,38.84,4,5,True,True,ddos,40,0.635248,0.672897,0.297693,GRP_10649,CAMP_022,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-01-30 16:33:56,ALT_293601,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.12.101,10.0.9.205,49705,8883,MQTT,1109,1261,21.02,25,63,1398449,430393,46.6,16,1,False,False,replay_attack,28,0.80212,0.768058,0.303936,GRP_26315,CAMP_015,MEDIUM,MEDIUM,0.98275,1,CORRECT,1,MEDIUM
2024-02-08 21:15:36,ALT_128479,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.23.198,10.0.10.224,23525,443,WiFi,1178,340,5.67,10,81,400520,126908,45.09,21,3,False,False,ddos,40,0.737685,0.920175,0.515546,GRP_4368,CAMP_007,INFO,INFO,0.98119,1,CORRECT,1,INFO
2024-02-04 05:58:12,ALT_637911,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.5.122,10.0.1.89,45143,80,HTTP,1140,237,3.95,37,120,270180,98918,43.84,5,6,True,True,mqtt_injection,37,0.911299,0.726061,0.520789,GRP_36158,CAMP_028,INFO,INFO,1.0,1,CORRECT,1,INFO
2024-02-12 04:45:47,ALT_463553,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.50.80,10.0.9.51,45165,80,HTTP,1972,713,11.88,37,78,1406036,899856,43.98,4,0,True,False,firmware_exploit,45,0.750346,0.738668,0.188826,GRP_25934,CAMP_046,MEDIUM,MEDIUM,1.0,1,CORRECT,1,MEDIUM
