heart_rate,spo2,sys_bp,network_latency,packet_size,anomaly_score,threat_type,ACTION_LABEL
94,100,128,17,647,0.04027754965101658,Normal_Vitals,NO_ACTION
150,91,126,1705,10618,0.9736719127827269,Ransomware_Pattern,ISOLATE
80,99,114,31,110,0.06917336722521895,Normal_Vitals,NO_ACTION
87,98,116,21,449,0.18900077684183694,Normal_Vitals,NO_ACTION
173,95,107,221,97428,0.8678123061148204,Ransomware_Pattern,ISOLATE
43,88,103,71,1168,0.5172133413103186,Irregular_Heartbeat,MONITOR
92,100,122,9,248,0.06756255603116314,Normal_Vitals,NO_ACTION
157,94,91,1597,70879,0.8599065222562664,Ransomware_Pattern,ISOLATE
156,96,110,1964,32769,0.9371474845054156,Ransomware_Pattern,ISOLATE
0,0,111,18,733,0.1818032278317905,False_Positive_Glitch,ROLLBACK
171,91,106,1238,92057,0.8644784880771961,Ransomware_Pattern,ISOLATE
53,98,117,94,570,0.4097648990764957,Irregular_Heartbeat,MONITOR
118,94,113,85,424,0.364694447632662,Irregular_Heartbeat,MONITOR
0,0,135,23,223,0.19762806030188068,False_Positive_Glitch,ROLLBACK
89,100,101,41,320,0.203010141697233,Normal_Vitals,NO_ACTION
162,99,119,1771,33459,0.9914884048182099,Ransomware_Pattern,ISOLATE
74,98,110,16,553,0.2744397456336985,Normal_Vitals,NO_ACTION
114,95,88,98,494,0.3675750920561668,Irregular_Heartbeat,MONITOR
147,95,126,455,17600,0.9672413914253661,Ransomware_Pattern,ISOLATE
179,90,120,1612,88780,0.8869843140575169,Ransomware_Pattern,ISOLATE
90,95,135,19,487,0.0742643030358009,Normal_Vitals,NO_ACTION
84,95,128,52,744,0.05627900547349831,Normal_Vitals,NO_ACTION
77,98,138,23,685,0.2634077572133756,Normal_Vitals,NO_ACTION
64,99,98,9,686,0.15126844098946726,Normal_Vitals,NO_ACTION
0,0,118,19,473,0.10399927126941143,False_Positive_Glitch,ROLLBACK
113,99,116,61,791,0.4047141837186271,Irregular_Heartbeat,MONITOR
53,94,117,61,470,0.40068806030171056,Irregular_Heartbeat,MONITOR
142,91,97,1750,71656,0.9936924479762087,Ransomware_Pattern,ISOLATE
86,95,138,44,271,0.2646160151930627,Normal_Vitals,ISOLATE
93,95,99,10,78,0.07112561634907787,Normal_Vitals,NO_ACTION
151,98,126,1615,23398,0.9332549136294687,Ransomware_Pattern,ISOLATE
68,96,117,27,279,0.0644035656048611,Normal_Vitals,NO_ACTION
81,100,108,21,337,0.09022360701366697,Normal_Vitals,NO_ACTION
166,95,139,1964,15360,0.8634238889170137,Ransomware_Pattern,ISOLATE
61,95,113,25,994,0.1700612304157698,Normal_Vitals,NO_ACTION
132,95,125,1374,46927,0.8804391562793206,Ransomware_Pattern,ISOLATE
173,95,128,1772,14334,0.854325602249664,Ransomware_Pattern,NO_ACTION
0,0,110,21,101,0.19068588386513238,False_Positive_Glitch,ROLLBACK
77,99,133,5,528,0.14687586319628926,Normal_Vitals,NO_ACTION
98,96,104,26,614,0.13330780582800492,Normal_Vitals,NO_ACTION
90,97,116,30,795,0.25447782303620325,Normal_Vitals,NO_ACTION
86,100,127,27,767,0.0531329455844084,Normal_Vitals,NO_ACTION
74,98,108,15,169,0.2004160393719672,Normal_Vitals,NO_ACTION
62,95,117,19,687,0.10078902999374084,Normal_Vitals,NO_ACTION
42,95,131,79,583,0.557780924024313,Irregular_Heartbeat,MONITOR
112,93,122,63,921,0.5184318780493882,Irregular_Heartbeat,MONITOR
169,91,110,376,15125,0.9589870523311891,Ransomware_Pattern,ISOLATE
0,0,103,19,336,0.15320948899768144,False_Positive_Glitch,ROLLBACK
154,93,131,1665,30991,0.915284646795673,Ransomware_Pattern,ISOLATE
87,100,118,13,620,0.12485273061648319,Normal_Vitals,NO_ACTION
0,0,77,23,324,0.10059160099798603,False_Positive_Glitch,ROLLBACK
75,95,122,17,334,0.2854042682320565,Normal_Vitals,NO_ACTION
0,0,138,2,403,0.19248030278909817,False_Positive_Glitch,ROLLBACK
149,92,118,1921,74256,0.871342336823839,Ransomware_Pattern,ISOLATE
80,98,119,17,592,0.09457294350309188,Normal_Vitals,NO_ACTION
171,98,139,1305,81481,0.9399058246312624,Ransomware_Pattern,ISOLATE
149,97,118,1135,43024,0.9565823468525521,Ransomware_Pattern,MONITOR
44,96,153,71,489,0.4049571920895059,Irregular_Heartbeat,MONITOR
157,98,89,1787,41989,0.8736922508407343,Ransomware_Pattern,ISOLATE
141,96,139,1357,81459,0.9978322276525602,Ransomware_Pattern,ISOLATE
90,98,121,12,439,0.04231445843886983,Normal_Vitals,NO_ACTION
71,100,98,21,523,0.18299726334540872,Normal_Vitals,NO_ACTION
0,0,126,23,362,0.1919329180521274,False_Positive_Glitch,ROLLBACK
72,99,139,25,609,0.18879303024332592,Normal_Vitals,NO_ACTION
114,99,125,100,708,0.4354376306350597,Irregular_Heartbeat,MONITOR
84,98,128,11,570,0.009778137231626904,Normal_Vitals,NO_ACTION
138,90,124,1923,37782,0.9221028417497569,Ransomware_Pattern,ISOLATE
156,94,109,1515,26659,0.9158630085916388,Ransomware_Pattern,ISOLATE
68,95,128,19,268,0.23024964806389028,Normal_Vitals,NO_ACTION
40,93,114,88,522,0.5276422890558583,Irregular_Heartbeat,MONITOR
0,0,91,7,552,0.190929013511657,False_Positive_Glitch,ROLLBACK
147,97,129,319,59220,0.9953688052459226,Ransomware_Pattern,ISOLATE
105,97,111,78,542,0.4821208181422153,Irregular_Heartbeat,MONITOR
66,100,116,27,797,0.1911223494347875,Normal_Vitals,NO_ACTION
43,92,112,81,187,0.5055627710775155,Irregular_Heartbeat,MONITOR
110,93,119,88,417,0.5367820565634138,Irregular_Heartbeat,MONITOR
76,100,112,7,652,0.1377591948026216,Normal_Vitals,NO_ACTION
41,93,111,54,749,0.370592323278454,Irregular_Heartbeat,MONITOR
64,98,86,4,231,0.19576128969351633,Normal_Vitals,NO_ACTION
74,96,122,13,603,0.16633816727863285,Normal_Vitals,NO_ACTION
53,94,123,50,433,0.44846698403110297,Irregular_Heartbeat,MONITOR
69,95,127,27,615,0.2909451454108556,Normal_Vitals,NO_ACTION
176,94,97,1967,42988,0.9783594743070175,Ransomware_Pattern,ISOLATE
108,95,121,63,707,0.5319494426138666,Irregular_Heartbeat,MONITOR
42,95,108,60,759,0.45006854366812754,Irregular_Heartbeat,MONITOR
119,99,142,66,414,0.5357067720839774,Irregular_Heartbeat,MONITOR
134,98,112,1947,30424,0.8618908181084132,Ransomware_Pattern,ISOLATE
141,96,121,1781,45768,0.8794385203607543,Ransomware_Pattern,ISOLATE
156,99,129,1566,83791,0.9633766108372738,Ransomware_Pattern,MONITOR
132,94,117,456,22027,0.982574970091825,Ransomware_Pattern,ISOLATE
86,99,157,46,394,0.1367647235130429,Normal_Vitals,NO_ACTION
130,99,127,912,15256,0.9914745318492849,Ransomware_Pattern,ISOLATE
145,92,111,678,47116,0.8824819977150565,Ransomware_Pattern,ISOLATE
60,100,99,6,555,0.1612809923959986,Normal_Vitals,NO_ACTION
0,0,116,14,696,0.146586564186164,False_Positive_Glitch,ROLLBACK
165,90,115,1850,60089,0.8707612284999369,Ransomware_Pattern,ISOLATE
68,99,143,34,514,0.18241067407677916,Normal_Vitals,NO_ACTION
166,87,128,674,15939,0.9655157681337134,Ransomware_Pattern,ISOLATE
130,94,116,813,17681,0.8813903438364725,Ransomware_Pattern,ISOLATE
151,97,130,1555,90008,0.8986559013976513,Ransomware_Pattern,ISOLATE
179,98,117,782,72341,0.9668987374311652,Ransomware_Pattern,ISOLATE
167,94,121,1049,93248,0.9968204345174275,Ransomware_Pattern,ISOLATE
145,94,146,250,41642,0.936702181998051,Ransomware_Pattern,ISOLATE
143,91,106,1061,21930,0.9862940244206713,Ransomware_Pattern,ROLLBACK
100,99,110,34,641,0.07963608097022752,Normal_Vitals,ROLLBACK
75,97,112,10,472,0.1320831608806278,Normal_Vitals,NO_ACTION
0,0,102,36,434,0.1744580876629851,False_Positive_Glitch,ROLLBACK
0,0,116,31,408,0.14366339329661162,False_Positive_Glitch,ROLLBACK
99,98,125,13,416,0.10549211835694416,Normal_Vitals,NO_ACTION
47,94,116,87,301,0.4596283659291889,Irregular_Heartbeat,MONITOR
108,101,136,87,930,0.5553602471203236,Irregular_Heartbeat,MONITOR
48,91,125,84,571,0.5780877838280195,Irregular_Heartbeat,MONITOR
85,100,127,15,683,0.0224537934619767,Normal_Vitals,NO_ACTION
139,97,133,292,42510,0.9891527796894152,Ransomware_Pattern,ISOLATE
70,99,130,13,171,0.24763943557156387,Normal_Vitals,NO_ACTION
173,96,137,885,9580,0.8842951617364864,Ransomware_Pattern,ISOLATE
176,96,92,357,63670,0.9520990778149675,Ransomware_Pattern,ISOLATE
98,100,105,18,466,0.04769296483235893,Normal_Vitals,NO_ACTION
117,92,121,82,323,0.4404624339839318,Irregular_Heartbeat,MONITOR
70,100,122,27,529,0.22056312078633478,Normal_Vitals,NO_ACTION
99,95,115,20,360,0.028434187029006006,Normal_Vitals,NO_ACTION
87,100,116,13,424,0.13384980257922682,Normal_Vitals,NO_ACTION
79,99,135,20,588,0.2088957313703659,Normal_Vitals,NO_ACTION
160,92,118,1403,86422,0.915105859251386,Ransomware_Pattern,ISOLATE
166,90,85,1545,49783,0.8792467695042163,Ransomware_Pattern,ISOLATE
169,99,123,1336,68978,0.9157948287802151,Ransomware_Pattern,ISOLATE
167,91,116,791,17751,0.9886366305741386,Ransomware_Pattern,ISOLATE
109,88,108,63,382,0.5728598215477974,Irregular_Heartbeat,MONITOR
0,0,118,28,458,0.11096622566222887,False_Positive_Glitch,ROLLBACK
172,96,114,1325,85678,0.9301296159391352,Ransomware_Pattern,ISOLATE
155,91,138,299,66812,0.9665442649071714,Ransomware_Pattern,ISOLATE
84,100,103,27,203,0.29839233977154517,Normal_Vitals,NO_ACTION
142,91,108,1604,54916,0.9476309171956924,Ransomware_Pattern,ISOLATE
142,90,124,579,39652,0.9729884022580348,Ransomware_Pattern,ISOLATE
111,98,127,62,388,0.5128229761024661,Irregular_Heartbeat,ISOLATE
81,96,139,36,462,0.07133033842284975,Normal_Vitals,NO_ACTION
40,94,143,89,607,0.45589035104305986,Irregular_Heartbeat,MONITOR
118,93,114,94,541,0.44627566973373395,Irregular_Heartbeat,MONITOR
50,97,103,53,277,0.5137197733764507,Irregular_Heartbeat,MONITOR
150,95,122,394,11685,0.9563964197290609,Ransomware_Pattern,ISOLATE
99,97,107,12,459,0.03581059995639735,Normal_Vitals,NO_ACTION
95,95,84,23,437,0.22585751885499933,Normal_Vitals,NO_ACTION
67,98,112,29,518,0.2754981743124108,Normal_Vitals,NO_ACTION
141,94,98,1352,56961,0.9968006994347409,Ransomware_Pattern,ISOLATE
75,95,145,20,571,0.26132835991835845,Normal_Vitals,NO_ACTION
158,95,112,528,66745,0.8830227236014143,Ransomware_Pattern,ISOLATE
67,95,131,13,806,0.2845188530020191,Normal_Vitals,NO_ACTION
52,92,136,59,416,0.41124619798366246,Irregular_Heartbeat,MONITOR
65,96,141,27,955,0.15323741499449064,Normal_Vitals,NO_ACTION
165,93,144,801,63836,0.8581047691667828,Ransomware_Pattern,MONITOR
62,95,128,30,359,0.2377637319317329,Normal_Vitals,NO_ACTION
40,94,124,60,315,0.3854395587747186,Irregular_Heartbeat,MONITOR
98,97,107,30,815,0.25184518226213076,Normal_Vitals,NO_ACTION
86,98,132,13,521,0.21979355116110638,Normal_Vitals,NO_ACTION
80,95,147,20,720,0.007687037956633302,Normal_Vitals,NO_ACTION
98,99,113,3,591,0.25106982631342406,Normal_Vitals,NO_ACTION
65,98,148,16,223,0.04783588856691973,Normal_Vitals,NO_ACTION
99,95,127,31,301,0.12609950548415033,Normal_Vitals,NO_ACTION
0,0,106,17,416,0.10512850287877497,False_Positive_Glitch,ROLLBACK
96,95,134,32,406,0.2173205856631775,Normal_Vitals,ISOLATE
165,98,131,1882,99536,0.9093423667964139,Ransomware_Pattern,ISOLATE
157,99,129,239,68847,0.9550890148857389,Ransomware_Pattern,ISOLATE
107,100,129,82,811,0.584347820990262,Irregular_Heartbeat,MONITOR
155,99,117,1296,67618,0.9997947872777164,Ransomware_Pattern,ISOLATE
47,91,97,80,432,0.5621852184369172,Irregular_Heartbeat,MONITOR
106,97,111,67,400,0.39373375233292063,Irregular_Heartbeat,MONITOR
0,0,130,27,380,0.166214510234603,False_Positive_Glitch,ROLLBACK
156,98,115,1767,97680,0.8990683220183993,Ransomware_Pattern,ISOLATE
0,0,129,21,869,0.1047373569059294,False_Positive_Glitch,ROLLBACK
94,100,116,15,38,0.23335165164821975,Normal_Vitals,NO_ACTION
160,91,127,1801,22404,0.893181571587724,Ransomware_Pattern,ISOLATE
135,98,115,696,71537,0.9777232059043417,Ransomware_Pattern,ISOLATE
105,97,120,78,406,0.43234503366918725,Irregular_Heartbeat,MONITOR
144,94,120,1860,68264,0.921799886777904,Ransomware_Pattern,ISOLATE
157,97,116,1087,68874,0.9004132977261066,Ransomware_Pattern,ISOLATE
85,100,147,19,936,0.14281110394221996,Normal_Vitals,ROLLBACK
55,95,117,58,529,0.3642877618600631,Irregular_Heartbeat,MONITOR
98,97,100,6,694,0.017837434949243034,Normal_Vitals,NO_ACTION
164,99,114,621,73551,0.9398303058357725,Ransomware_Pattern,ISOLATE
179,95,98,848,37731,0.8670056499724599,Ransomware_Pattern,ISOLATE
134,96,114,298,94020,0.8574386318180649,Ransomware_Pattern,ISOLATE
87,99,112,31,651,0.07047833681023781,Normal_Vitals,NO_ACTION
160,88,123,527,33563,0.9004911141817622,Ransomware_Pattern,ISOLATE
163,87,99,1185,75647,0.95722154761165,Ransomware_Pattern,ISOLATE
163,93,113,419,44176,0.9710470367918017,Ransomware_Pattern,ISOLATE
65,97,128,13,433,0.21087491300965766,Normal_Vitals,NO_ACTION
108,94,138,66,804,0.5205510858826468,Irregular_Heartbeat,MONITOR
130,104,111,773,59374,0.9763438338893666,Ransomware_Pattern,ISOLATE
152,97,108,897,18203,0.9397381991307877,Ransomware_Pattern,ISOLATE
147,97,119,1976,87832,0.9658932031418126,Ransomware_Pattern,ISOLATE
172,98,101,1636,93042,0.9445278033899314,Ransomware_Pattern,ISOLATE
0,0,121,20,722,0.13362703199304282,False_Positive_Glitch,ROLLBACK
61,96,98,12,735,0.12469404043369897,Normal_Vitals,NO_ACTION
40,99,118,89,430,0.5013593726030134,Irregular_Heartbeat,MONITOR
97,97,116,16,1012,0.2525375798637652,Normal_Vitals,MONITOR
180,92,131,208,90674,0.8867357120772642,Ransomware_Pattern,NO_ACTION
176,93,91,805,34086,0.9407275957826972,Ransomware_Pattern,ISOLATE
110,100,152,83,803,0.5723843217227086,Irregular_Heartbeat,MONITOR
72,97,123,17,1071,0.2784284799448747,Normal_Vitals,NO_ACTION
179,92,133,1044,17673,0.8789866727105322,Ransomware_Pattern,ISOLATE
0,0,117,21,487,0.15925584418666752,False_Positive_Glitch,ROLLBACK
173,91,140,1776,69999,0.941271635556222,Ransomware_Pattern,ISOLATE
95,97,125,34,707,0.10925953370069376,Normal_Vitals,NO_ACTION
132,92,121,1878,58187,0.9174270613775579,Ransomware_Pattern,ISOLATE
100,98,105,15,740,0.01546426527562199,Normal_Vitals,NO_ACTION
85,98,132,36,590,0.1993356208566052,Normal_Vitals,NO_ACTION
74,97,114,33,376,0.27599383959599166,Normal_Vitals,NO_ACTION
62,99,117,19,786,0.04000717528622494,Normal_Vitals,NO_ACTION
99,95,137,31,440,0.26286294478190864,Normal_Vitals,NO_ACTION
74,100,129,15,568,0.2986532084257457,Normal_Vitals,NO_ACTION
77,99,99,18,367,0.14058756067624545,Normal_Vitals,NO_ACTION
169,97,111,360,18264,0.9094865627445491,Ransomware_Pattern,ISOLATE
0,0,123,15,778,0.19781488383336238,False_Positive_Glitch,ROLLBACK
77,99,102,31,494,0.23027250453738476,Normal_Vitals,NO_ACTION
139,94,149,723,26844,0.9194263790226215,Ransomware_Pattern,ISOLATE
0,0,113,16,163,0.14647642370317715,False_Positive_Glitch,ROLLBACK
80,100,119,19,347,0.0839950427527655,Normal_Vitals,NO_ACTION
0,0,148,17,210,0.156301614192916,False_Positive_Glitch,ROLLBACK
180,96,144,1087,20105,0.9021489407646405,Ransomware_Pattern,ISOLATE
144,99,122,674,86301,0.9637278564769417,Ransomware_Pattern,ISOLATE
43,101,109,92,551,0.4508651938740357,Irregular_Heartbeat,MONITOR
175,95,126,815,51088,0.8827248245127856,Ransomware_Pattern,ISOLATE
146,95,121,1605,90686,0.8590091185087,Ransomware_Pattern,ISOLATE
90,98,151,-1,893,0.012078872114638694,Normal_Vitals,NO_ACTION
64,98,131,31,312,0.21389863446454577,Normal_Vitals,NO_ACTION
73,97,126,7,403,0.1943235679881184,Normal_Vitals,NO_ACTION
62,99,109,9,592,0.11711152590006435,Normal_Vitals,NO_ACTION
112,99,115,72,980,0.48809944197256183,Irregular_Heartbeat,MONITOR
0,0,122,28,201,0.1353823983136727,False_Positive_Glitch,ROLLBACK
114,95,138,97,292,0.39591308313749296,Irregular_Heartbeat,MONITOR
170,95,133,1080,49779,0.8879264043880435,Ransomware_Pattern,ISOLATE
130,99,120,1248,64543,0.9980930677255966,Ransomware_Pattern,ISOLATE
84,98,107,20,689,0.04467820345977099,Normal_Vitals,NO_ACTION
90,97,146,5,596,0.16214820379116796,Normal_Vitals,NO_ACTION
164,95,113,1012,74601,0.8951559681258019,Ransomware_Pattern,ISOLATE
140,89,88,264,17938,0.8691075632969084,Ransomware_Pattern,ISOLATE
173,97,107,1600,45838,0.92540396513729,Ransomware_Pattern,ISOLATE
99,96,115,30,286,0.09390501757366587,Normal_Vitals,NO_ACTION
67,99,132,18,657,0.28486626955017785,Normal_Vitals,NO_ACTION
97,100,145,11,744,0.23203122975524237,Normal_Vitals,NO_ACTION
112,99,114,64,158,0.3571809407815992,Irregular_Heartbeat,MONITOR
68,98,112,25,491,0.054353971193591574,Normal_Vitals,NO_ACTION
75,95,139,27,798,0.22958552581614866,Normal_Vitals,NO_ACTION
45,97,98,58,572,0.5021633016874635,Irregular_Heartbeat,MONITOR
0,0,105,24,487,0.11688263056751134,False_Positive_Glitch,ROLLBACK
94,99,137,20,229,0.060653721548705214,Normal_Vitals,NO_ACTION
91,99,105,3,591,0.16811500468718776,Normal_Vitals,NO_ACTION
144,102,111,1232,31039,0.8531453156963206,Ransomware_Pattern,ISOLATE
111,93,133,60,370,0.44451737536053737,Irregular_Heartbeat,MONITOR
138,94,128,945,9645,0.9032416326634942,Ransomware_Pattern,ISOLATE
0,0,129,19,280,0.12358748532354985,False_Positive_Glitch,ROLLBACK
141,94,105,367,19453,0.8547140995658582,Ransomware_Pattern,ISOLATE
0,0,107,7,369,0.17286175519273247,False_Positive_Glitch,ROLLBACK
0,0,122,13,686,0.13003805934474819,False_Positive_Glitch,ROLLBACK
79,97,128,8,519,0.011518821725358008,Normal_Vitals,NO_ACTION
134,96,107,761,57127,0.9662598378115245,Ransomware_Pattern,ISOLATE
79,95,125,9,470,0.0889655897398674,Normal_Vitals,NO_ACTION
175,95,128,537,22883,0.8833235820987392,Ransomware_Pattern,ISOLATE
0,0,116,32,662,0.14021075264768584,False_Positive_Glitch,ROLLBACK
86,95,121,26,462,0.030222614815381854,Normal_Vitals,NO_ACTION
165,96,117,1181,40198,0.9177961824293102,Ransomware_Pattern,ISOLATE
68,100,145,28,467,0.037368250184581384,Normal_Vitals,NO_ACTION
141,92,94,1984,54090,0.8682574004828195,Ransomware_Pattern,ISOLATE
161,91,122,341,78491,0.9309581950908588,Ransomware_Pattern,ISOLATE
46,99,99,75,226,0.5423205012933094,Irregular_Heartbeat,MONITOR
109,92,132,68,534,0.42746383721421455,Irregular_Heartbeat,MONITOR
83,96,106,23,671,0.06437873847319804,Normal_Vitals,NO_ACTION
108,98,109,99,738,0.38896015451539157,Irregular_Heartbeat,MONITOR
0,0,112,39,1002,0.11089443773538527,False_Positive_Glitch,ROLLBACK
91,97,117,14,70,0.2796854532440953,Normal_Vitals,NO_ACTION
54,90,136,83,507,0.4184998942296841,Irregular_Heartbeat,MONITOR
0,0,147,0,437,0.1264951668905232,False_Positive_Glitch,ROLLBACK
69,100,96,13,432,0.020148023724440745,Normal_Vitals,NO_ACTION
48,98,119,89,762,0.36893144618143114,Irregular_Heartbeat,MONITOR
63,96,137,7,390,0.24357730876166572,Normal_Vitals,NO_ACTION
116,93,117,74,491,0.4353225987377287,Irregular_Heartbeat,MONITOR
110,98,146,54,852,0.4399235385355085,Irregular_Heartbeat,MONITOR
74,97,123,19,314,0.2502847504694204,Normal_Vitals,NO_ACTION
93,96,107,43,680,0.0240964148006227,Normal_Vitals,NO_ACTION
91,97,106,21,451,0.16365387610984045,Normal_Vitals,NO_ACTION
78,95,140,45,831,0.282723081122355,Normal_Vitals,NO_ACTION
158,93,128,985,28158,0.8978495555186291,Ransomware_Pattern,ISOLATE
74,97,135,21,312,0.2575468333953942,Normal_Vitals,NO_ACTION
138,93,128,1302,35804,0.8682402133101321,Ransomware_Pattern,ISOLATE
44,94,113,52,725,0.5206982034899179,Irregular_Heartbeat,MONITOR
118,99,104,55,225,0.4217082987454487,Irregular_Heartbeat,MONITOR
140,98,104,1791,26728,0.9306062275682395,Ransomware_Pattern,ISOLATE
71,100,102,17,410,0.2265266187947778,Normal_Vitals,ROLLBACK
131,96,135,958,35726,0.8830956181090421,Ransomware_Pattern,ISOLATE
163,98,127,296,80608,0.9081887445822209,Ransomware_Pattern,ISOLATE
0,0,135,46,809,0.11022068261635536,False_Positive_Glitch,ROLLBACK
105,95,92,72,1010,0.4077699200444239,Irregular_Heartbeat,MONITOR
120,93,129,62,729,0.36897174646725706,Irregular_Heartbeat,MONITOR
136,98,125,1493,17116,0.929206802526083,Ransomware_Pattern,ISOLATE
64,97,128,20,327,0.10300753081158891,Normal_Vitals,NO_ACTION
143,94,109,1752,51206,0.8991739984277963,Ransomware_Pattern,ISOLATE
93,99,111,13,108,0.07058183885078376,Normal_Vitals,NO_ACTION
175,91,138,1494,12030,0.9559440413275616,Ransomware_Pattern,ISOLATE
55,97,102,82,678,0.5790611155810002,Irregular_Heartbeat,MONITOR
79,97,138,16,590,0.04291611084938098,Normal_Vitals,NO_ACTION
86,100,140,6,388,0.2658818247673306,Normal_Vitals,NO_ACTION
146,92,130,436,29746,0.8693528795130381,Ransomware_Pattern,ISOLATE
44,97,139,68,575,0.518311562825948,Irregular_Heartbeat,MONITOR
91,97,111,22,403,0.13686245344526843,Normal_Vitals,NO_ACTION
0,0,112,10,436,0.13446671613872133,False_Positive_Glitch,ROLLBACK
80,95,140,4,724,0.1858737298261779,Normal_Vitals,NO_ACTION
91,96,124,21,520,0.29451080177988326,Normal_Vitals,NO_ACTION
145,95,122,210,68372,0.9902264920661794,Ransomware_Pattern,ISOLATE
74,95,129,15,484,0.07606274563054054,Normal_Vitals,NO_ACTION
52,97,111,53,328,0.5539751091282354,Irregular_Heartbeat,MONITOR
81,97,89,25,359,0.0488163666873595,Normal_Vitals,NO_ACTION
136,92,83,1758,80981,0.9689196562026811,Ransomware_Pattern,ISOLATE
0,0,119,27,488,0.1677592026766642,False_Positive_Glitch,ROLLBACK
81,95,153,3,333,0.12387269639750835,Normal_Vitals,NO_ACTION
0,0,128,30,336,0.19710831813366742,False_Positive_Glitch,ROLLBACK
54,90,114,93,860,0.44062981909447124,Irregular_Heartbeat,NO_ACTION
92,99,117,20,661,0.1196039487987449,Normal_Vitals,NO_ACTION
85,99,124,13,659,0.1694123639781235,Normal_Vitals,NO_ACTION
176,96,110,1377,43359,0.8547610341257182,Ransomware_Pattern,ISOLATE
163,100,117,1530,94665,0.9974472620348145,Ransomware_Pattern,ISOLATE
105,95,118,80,306,0.37176602021210226,Irregular_Heartbeat,MONITOR
64,99,113,11,702,0.2626756945681002,Normal_Vitals,NO_ACTION
68,96,107,33,395,0.15530190926239465,Normal_Vitals,NO_ACTION
146,95,150,769,63669,0.923697468453385,Ransomware_Pattern,ISOLATE
147,96,124,747,61046,0.9928709092040553,Ransomware_Pattern,ISOLATE
0,0,110,28,385,0.182680724340688,False_Positive_Glitch,ROLLBACK
96,97,108,12,346,0.0013509563310511342,Normal_Vitals,NO_ACTION
88,99,128,10,457,0.18528858813553253,Normal_Vitals,NO_ACTION
147,99,125,917,76800,0.8870032443442843,Ransomware_Pattern,ISOLATE
0,0,133,31,451,0.13742505708913166,False_Positive_Glitch,ROLLBACK
54,97,116,54,181,0.46464610285602614,Irregular_Heartbeat,MONITOR
117,94,142,64,572,0.5810046388052987,Irregular_Heartbeat,MONITOR
94,95,124,31,459,0.09182074994209194,Normal_Vitals,NO_ACTION
83,97,113,26,555,0.29101987423817244,Normal_Vitals,NO_ACTION
172,93,150,1106,22629,0.8976720568263009,Ransomware_Pattern,ISOLATE
138,93,107,907,31885,0.8939860074433943,Ransomware_Pattern,ISOLATE
112,99,139,62,696,0.556797319244371,Irregular_Heartbeat,MONITOR
65,98,145,15,412,0.0673790851648087,Normal_Vitals,NO_ACTION
105,98,146,87,1003,0.5676043127264456,Irregular_Heartbeat,MONITOR
174,89,84,954,12077,0.9647475043298007,Ransomware_Pattern,ISOLATE
162,99,118,1022,6669,0.9839308524093408,Ransomware_Pattern,ISOLATE
85,96,132,23,293,0.028709898439761083,Normal_Vitals,NO_ACTION
100,97,135,33,629,0.0656705408125557,Normal_Vitals,NO_ACTION
90,98,123,0,838,0.03617513784070193,Normal_Vitals,NO_ACTION
81,98,113,20,110,0.031744707938995816,Normal_Vitals,NO_ACTION
172,91,145,394,31787,0.8824271649310554,Ransomware_Pattern,ISOLATE
68,99,112,18,418,0.12887249983693794,Normal_Vitals,NO_ACTION
167,93,94,1157,69769,0.988163094043236,Ransomware_Pattern,ISOLATE
79,97,131,1,650,0.06311251956257145,Normal_Vitals,NO_ACTION
60,98,135,18,870,0.10704004777515573,Normal_Vitals,NO_ACTION
70,97,141,14,601,0.11977180493131556,Normal_Vitals,NO_ACTION
60,95,148,39,460,0.11129932212605718,Normal_Vitals,NO_ACTION
177,91,97,1794,63936,0.9152765583630068,Ransomware_Pattern,ISOLATE
139,95,119,276,34224,0.8682319773090398,Ransomware_Pattern,ISOLATE
163,95,123,1209,13185,0.8773095213987598,Ransomware_Pattern,ISOLATE
0,0,110,12,413,0.13079900595524552,False_Positive_Glitch,ROLLBACK
179,94,138,695,88891,0.8803016805675484,Ransomware_Pattern,ISOLATE
0,0,131,18,559,0.13097034104892769,False_Positive_Glitch,ROLLBACK
40,96,140,70,795,0.4886017949173964,Irregular_Heartbeat,MONITOR
41,96,101,55,358,0.5899983064209505,Irregular_Heartbeat,MONITOR
175,95,133,1109,85196,0.9602834256401205,Ransomware_Pattern,ISOLATE
147,93,106,833,27055,0.9774696281619455,Ransomware_Pattern,ISOLATE
177,98,153,1365,58476,0.9179982739978931,Ransomware_Pattern,ISOLATE
158,95,117,1484,36353,0.9784563886962466,Ransomware_Pattern,MONITOR
52,90,139,98,441,0.516651256532267,Irregular_Heartbeat,MONITOR
151,99,109,426,99976,0.9356357794851502,Ransomware_Pattern,ISOLATE
109,91,116,80,584,0.445935983203834,Irregular_Heartbeat,MONITOR
0,0,106,15,157,0.10041610961999829,False_Positive_Glitch,ROLLBACK
166,99,115,1649,50098,0.8688127111342209,Ransomware_Pattern,ISOLATE
74,98,137,25,518,0.11664522652077511,Normal_Vitals,NO_ACTION
118,93,99,85,460,0.5191266808233077,Irregular_Heartbeat,MONITOR
115,97,120,60,237,0.4045537272988562,Irregular_Heartbeat,MONITOR
76,99,145,8,749,0.16674984442567722,Normal_Vitals,NO_ACTION
106,95,115,54,569,0.37995062620565834,Irregular_Heartbeat,MONITOR
95,96,109,26,544,0.16713293739102983,Normal_Vitals,NO_ACTION
