timestamp,alert_id,device_id,device_type,ward,criticality_tier,life_support,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,packet_rate,packets_per_sec,unique_ports,failed_connections,bytes_sent,bytes_received,flow_duration,hour_of_day,day_of_week,is_night,is_weekend,attack_type,attack_severity,priority_label,group_id,network_anomaly_score,behavioral_anomaly_score,time_anomaly_score,campaign_id
2024-01-21 19:01:32,ALT_428535,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.12.9,10.0.6.122,52470,1883,MQTT,414,25,0.42,1,5,10350,4324,57.92,19,6,False,True,normal,0,MEDIUM,,0.090948,0.030907,0.054771,
2024-01-21 13:58:38,ALT_863533,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.36.75,10.0.8.8,19326,443,HTTPS,1236,138,2.3,23,58,170568,66002,50.03,13,6,False,True,replay_attack,28,LOW,GRP_17730,0.80545,0.74588,0.520818,CAMP_003
2024-01-23 17:33:02,ALT_388801,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.39.222,10.0.1.63,47144,8883,MQTT,380,41,0.68,1,2,15580,5373,0.38,17,1,False,False,normal,0,MEDIUM,,0.051687,0.130109,0.01604,
2024-01-26 05:42:43,ALT_552970,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.50.33,10.0.5.235,51780,80,HTTP,913,509,8.48,22,106,464717,301155,23.46,5,4,True,False,mqtt_injection,35,MEDIUM,GRP_5352,0.839287,0.545897,0.585983,CAMP_028
2024-02-02 02:36:12,ALT_481635,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.40.181,10.0.3.210,60512,55999,BLE,149,24,0.4,1,2,3576,1597,33.88,2,4,True,False,normal,0,INFO,,0.062714,0.051561,0.045805,
2024-01-24 06:00:31,ALT_846586,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.9.206,10.0.1.103,10449,80,HTTP,239,36,0.6,1,1,8604,3458,36.54,6,2,False,False,normal,0,LOW,,0.003605,0.140819,0.08917,
2024-02-01 00:51:15,ALT_120743,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.6.211,10.0.3.226,53419,80,HTTP,287,46,0.77,1,5,13202,5107,43.29,0,3,True,False,normal,0,INFO,,0.174065,0.12333,0.053599,
2024-01-22 06:43:57,ALT_766364,HOME_ESP32_HR_001,ESP32_Pulse_Oximeter,Home_Care,5,False,192.168.5.41,10.0.8.42,41851,57879,BLE,215,17,0.28,1,4,3655,1176,33.19,6,0,False,False,normal,0,INFO,,0.011074,0.152099,0.098552,
2024-02-12 23:14:30,ALT_229429,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.13.102,10.0.8.151,37230,8883,MQTT,1850,458,7.63,3,58,847300,450117,35.81,23,0,True,False,mitm_ssl_strip,38,MEDIUM,GRP_29152,0.986741,0.84664,0.159636,CAMP_009
2024-02-05 04:18:41,ALT_707700,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.48.201,10.0.5.187,39376,8080,WiFi,405,38,0.63,1,3,15390,8437,43.9,4,0,True,False,normal,0,INFO,,0.010063,0.157268,0.085724,
2024-02-08 16:42:20,ALT_473331,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.28.64,10.0.9.26,57634,80,HTTP,424,6,0.1,1,3,2544,1392,49.65,16,3,False,False,normal,0,INFO,,0.007585,0.107668,0.032546,
2024-02-08 10:18:40,ALT_661593,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.18.55,10.0.2.162,40401,8883,MQTT,172,41,0.68,1,0,7052,3249,46.53,10,3,False,False,normal,0,MEDIUM,,0.163869,0.059134,0.08328,
2024-02-05 18:41:49,ALT_194966,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.4.36,10.0.8.200,47181,80,HTTP,483,24,0.4,1,4,11592,7833,44.42,18,0,False,False,normal,0,INFO,,0.03806,0.001004,0.050034,
2024-02-06 17:34:01,ALT_497642,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.15.251,10.0.8.74,59374,8080,WiFi,313,49,0.82,1,4,15337,9573,19.09,17,1,False,False,normal,0,LOW,,0.111517,0.143423,0.036826,
2024-02-05 16:06:20,ALT_732723,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.21.45,10.0.1.219,36312,80,HTTP,207,35,0.58,1,1,7245,4046,58.08,16,0,False,False,normal,0,INFO,,0.144377,0.114985,0.094037,
2024-02-06 23:24:12,ALT_686528,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.5.3,10.0.6.217,43376,80,HTTP,430,8,0.13,1,2,3440,2103,14.82,23,1,True,False,normal,0,LOW,,0.197428,0.036809,0.008947,
2024-01-29 06:28:25,ALT_421378,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.37.79,10.0.7.47,57276,1883,MQTT,406,38,0.63,1,2,15428,5863,9.09,6,0,False,False,normal,0,MEDIUM,,0.06859,0.063355,0.087783,
2024-01-31 22:56:51,ALT_283423,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.41.27,10.0.8.36,38208,8883,MQTT,362,35,0.58,1,0,12670,8745,38.1,22,2,False,False,normal,0,INFO,,0.012056,0.025981,0.035275,
2024-02-02 02:42:45,ALT_751925,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.47.237,10.0.4.83,34507,54178,BLE,503,50,0.83,1,4,25150,17203,32.13,2,4,True,False,normal,0,INFO,,0.121656,0.088391,0.074214,
2024-01-27 23:00:01,ALT_924600,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.33.231,10.0.4.9,56294,80,HTTP,1617,1600,26.67,43,43,2587200,1545422,43.93,23,5,True,True,buffer_overflow,42,HIGH,GRP_21996,0.983628,0.738286,0.312627,CAMP_027
2024-01-20 15:13:36,ALT_672143,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.48.101,10.0.1.80,1519,443,HTTPS,1366,803,13.38,43,196,1096898,540194,21.11,15,5,False,True,buffer_overflow,42,LOW,GRP_24373,0.636312,0.844346,0.349073,CAMP_036
2024-01-15 08:49:47,ALT_516051,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.36.208,10.0.7.5,11095,443,HTTPS,145,46,0.77,1,0,6670,4610,24.86,8,0,False,False,normal,0,INFO,,0.021053,0.067474,0.071296,
2024-01-24 05:17:05,ALT_387196,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.13.119,10.0.1.149,8864,8883,MQTT,169,16,0.27,1,2,2704,1104,42.76,5,2,True,False,normal,0,LOW,,0.01592,0.112461,0.026665,
2024-01-23 02:29:05,ALT_579824,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.20.3,10.0.9.81,43459,443,WiFi,463,26,0.43,1,5,12038,7919,33.63,2,1,True,False,normal,0,INFO,,0.070338,0.011238,0.000507,
2024-01-20 14:42:49,ALT_713523,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.21.212,10.0.5.34,46463,8883,MQTT,325,16,0.27,1,4,5200,1941,26.78,14,5,False,True,normal,0,MEDIUM,,0.082338,0.040538,0.013197,
2024-01-25 01:57:07,ALT_118179,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.5.126,10.0.7.123,57493,443,HTTPS,362,5,0.08,1,2,1810,816,45.45,1,3,True,False,normal,0,INFO,,0.064931,0.105546,0.046325,
2024-02-13 06:41:28,ALT_494780,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.18.114,10.0.2.142,56695,80,HTTP,221,43,0.72,1,4,9503,4653,54.96,6,1,False,False,normal,0,INFO,,0.056105,0.174142,0.066461,
2024-02-13 17:27:54,ALT_963709,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.16.100,10.0.4.253,47740,1883,MQTT,202,44,0.73,1,5,8888,4143,0.84,17,1,False,False,normal,0,MEDIUM,,0.181767,0.111584,0.033068,
2024-02-08 23:54:07,ALT_574128,HOME_ESP32_HR_001,ESP32_Pulse_Oximeter,Home_Care,5,False,192.168.39.110,10.0.7.15,51712,55089,BLE,1876,761,12.68,45,82,1427636,678892,20.68,23,3,True,False,mqtt_injection,35,LOW,GRP_23910,0.711987,0.537417,0.35402,CAMP_025
2024-01-27 15:48:55,ALT_976832,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.44.230,10.0.6.176,51111,80,HTTP,346,42,0.7,1,4,14532,7303,19.27,15,5,False,True,normal,0,LOW,,0.075416,0.115992,0.002104,
2024-01-28 22:59:00,ALT_886125,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.49.40,10.0.1.19,54260,8883,MQTT,246,16,0.27,1,2,3936,2312,56.4,22,6,False,True,normal,0,MEDIUM,,0.103005,0.185496,0.060968,
2024-02-14 03:58:19,ALT_918229,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.50.228,10.0.7.215,36063,443,WiFi,468,8,0.13,1,2,3744,1478,5.08,3,2,True,False,normal,0,INFO,,0.150677,0.149554,0.025659,
2024-01-28 20:37:25,ALT_839958,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.4.2,10.0.10.125,15259,55725,BLE,370,17,0.28,1,0,6290,4309,25.17,20,6,False,True,normal,0,LOW,,0.153508,0.17478,0.004984,
2024-01-24 02:16:12,ALT_991776,HOME_ESP32_HR_001,ESP32_Pulse_Oximeter,Home_Care,5,False,192.168.11.46,10.0.10.30,54261,62035,BLE,189,19,0.32,1,0,3591,1769,44.83,2,2,True,False,normal,0,INFO,,0.057011,0.162411,0.033859,
2024-02-12 05:22:07,ALT_386351,WARD_ESP32_ENV_001,ESP32_Environment,General_Ward,5,False,192.168.4.79,10.0.3.214,28015,80,HTTP,243,30,0.5,1,0,7290,2785,48.86,5,0,True,False,normal,0,INFO,,0.074474,0.172418,0.017492,
2024-01-18 08:21:12,ALT_365870,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.26.7,10.0.5.50,25186,8883,MQTT,324,5,0.08,1,5,1620,779,42.65,8,3,False,False,normal,0,MEDIUM,,0.065455,0.123672,0.06247,
2024-01-17 02:01:07,ALT_279526,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.22.120,10.0.9.38,22845,80,HTTP,1167,1134,18.9,19,102,1323378,691468,8.65,2,2,True,False,wifi_deauth,25,MEDIUM,GRP_16207,0.936555,0.746372,0.53296,CAMP_034
2024-01-15 08:51:57,ALT_809131,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.1.200,10.0.9.204,33166,80,WiFi,191,34,0.57,1,1,6494,4197,57.91,8,0,False,False,normal,0,LOW,,0.12611,0.042993,0.039345,
2024-01-27 16:59:00,ALT_165263,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.16.104,10.0.2.205,18598,1883,MQTT,128,26,0.43,1,4,3328,1561,24.47,16,5,False,True,normal,0,MEDIUM,,0.095821,0.17391,0.090536,
2024-02-04 13:52:48,ALT_316047,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.23.167,10.0.4.161,20990,64190,BLE,254,42,0.7,1,5,10668,3616,15.32,13,6,False,True,normal,0,LOW,,0.14668,0.111947,0.008269,
2024-01-31 06:39:37,ALT_813272,HOME_ESP32_HR_001,ESP32_Pulse_Oximeter,Home_Care,5,False,192.168.16.13,10.0.5.39,24281,52187,BLE,439,22,0.37,1,3,9658,4859,37.14,6,2,False,False,normal,0,INFO,,0.172638,0.124671,0.042711,
2024-02-14 14:07:39,ALT_668665,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.27.251,10.0.9.196,5438,60465,BLE,418,14,0.23,1,0,5852,3055,57.02,14,2,False,False,normal,0,LOW,,0.150954,0.137611,0.049709,
2024-01-27 01:48:47,ALT_871829,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.2.19,10.0.9.42,12704,80,HTTP,1405,552,9.2,16,87,775560,298027,6.97,1,5,True,True,ble_spoofing,30,LOW,GRP_27844,0.840371,0.651478,0.311553,CAMP_029
2024-01-17 02:27:51,ALT_140055,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.24.200,10.0.1.215,47760,1883,MQTT,167,26,0.43,1,4,4342,2263,41.15,2,2,True,False,normal,0,LOW,,0.128118,0.159341,0.092887,
2024-01-22 03:06:56,ALT_103799,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.18.251,10.0.3.253,13973,8883,MQTT,868,1036,17.27,12,134,899248,322291,4.47,3,0,True,False,mqtt_injection,35,CRITICAL,GRP_23305,0.781148,0.553323,0.441838,CAMP_019
2024-02-03 06:22:48,ALT_347793,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.42.234,10.0.3.190,4115,49994,BLE,1008,961,16.02,40,130,968688,470350,26.25,6,5,False,True,replay_attack,28,MEDIUM,GRP_6270,0.803716,0.640203,0.221379,CAMP_014
2024-01-24 07:11:20,ALT_454418,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.37.178,10.0.3.59,23909,80,HTTP,508,30,0.5,1,3,15240,8546,3.75,7,2,False,False,normal,0,INFO,,0.000114,0.027313,0.032944,
2024-01-29 03:19:12,ALT_397774,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.49.209,10.0.3.229,52444,58656,BLE,478,33,0.55,1,4,15774,9572,6.16,3,0,True,False,normal,0,INFO,,0.129758,0.110582,0.069507,
2024-02-11 19:42:58,ALT_832415,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.37.44,10.0.8.227,27957,60415,BLE,163,50,0.83,1,0,8150,5163,7.45,19,6,False,True,normal,0,LOW,,0.035859,0.184018,0.055032,
2024-02-09 22:07:14,ALT_363224,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.42.95,10.0.10.103,30163,80,HTTP,617,818,13.63,18,93,504706,178666,17.94,22,4,False,False,ddos,40,MEDIUM,GRP_21036,0.765404,0.799038,0.522296,CAMP_011
2024-02-01 02:11:00,ALT_439844,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.46.193,10.0.7.56,59745,80,HTTP,292,18,0.3,1,3,5256,3117,26.91,2,3,True,False,normal,0,LOW,,0.064179,0.054686,0.029642,
2024-02-10 16:34:22,ALT_308753,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.44.163,10.0.8.79,18460,1883,MQTT,364,40,0.67,1,2,14560,6996,4.69,16,5,False,True,normal,0,LOW,,0.159285,0.127673,0.042932,
2024-02-03 18:05:50,ALT_821556,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.30.4,10.0.7.172,8480,1883,MQTT,1548,1140,19.0,8,38,1764720,1136247,51.14,18,5,False,True,wifi_deauth,25,CRITICAL,GRP_1549,0.841442,0.560231,0.23406,CAMP_013
2024-02-11 10:20:23,ALT_551396,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.11.181,10.0.9.3,32310,8883,MQTT,615,906,15.1,18,176,557190,200825,42.86,10,6,False,True,wifi_deauth,25,CRITICAL,GRP_28401,0.706591,0.666436,0.179014,CAMP_013
2024-02-04 00:59:10,ALT_466657,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.29.66,10.0.3.14,47843,8883,MQTT,349,13,0.22,1,3,4537,2162,45.31,0,6,True,True,normal,0,INFO,,0.061881,0.157848,0.064237,
2024-02-12 02:01:51,ALT_344871,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.44.74,10.0.7.237,16006,80,WiFi,246,10,0.17,1,0,2460,961,51.91,2,0,True,False,normal,0,LOW,,0.159581,0.000707,0.004863,
2024-02-03 10:25:39,ALT_411491,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.9.77,10.0.9.3,25633,1883,MQTT,453,41,0.68,1,0,18573,12727,24.29,10,5,False,True,normal,0,MEDIUM,,0.039723,0.151347,0.025866,
2024-02-08 05:57:59,ALT_151772,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.32.35,10.0.7.12,3272,1883,MQTT,350,17,0.28,1,4,5950,2871,27.06,5,3,True,False,normal,0,MEDIUM,,0.131273,0.117411,0.06695,
2024-01-22 20:21:19,ALT_964598,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.13.61,10.0.10.215,54165,1883,MQTT,740,1098,18.3,44,194,812520,490636,26.39,20,0,False,False,replay_attack,28,HIGH,GRP_13218,0.642199,0.651587,0.477893,CAMP_015
2024-01-25 13:27:45,ALT_456122,WARD_ESP32_ENV_001,ESP32_Environment,General_Ward,5,False,192.168.36.166,10.0.2.254,49116,80,HTTP,1451,1253,20.88,35,39,1818103,917683,18.7,13,3,False,False,mitm_ssl_strip,38,MEDIUM,GRP_5891,0.69139,0.721749,0.583199,CAMP_009
2024-02-08 21:08:30,ALT_564141,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.28.231,10.0.5.136,27982,8080,WiFi,154,9,0.15,1,3,1386,791,2.53,21,3,False,False,normal,0,LOW,,0.183889,0.124981,0.084928,
2024-01-22 17:08:01,ALT_114020,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.42.119,10.0.7.191,39099,80,HTTP,1534,538,8.97,12,23,825292,477412,48.55,17,0,False,False,ble_spoofing,36,LOW,GRP_37866,0.901523,0.584658,0.169278,CAMP_024
2024-01-19 07:32:31,ALT_898978,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.43.43,10.0.9.224,49493,8883,MQTT,312,12,0.2,1,4,3744,1755,42.74,7,4,False,False,normal,0,MEDIUM,,0.074482,0.040199,0.047379,
2024-02-01 17:17:35,ALT_657078,REHAB_ESP32_TEMP_001,ESP32_Temperature,Rehabilitation,5,False,192.168.23.95,10.0.8.249,42577,80,HTTP,1715,697,11.62,33,173,1195355,475395,5.3,17,3,False,False,ble_spoofing,30,LOW,GRP_9437,0.829301,0.808956,0.403202,CAMP_032
2024-01-17 03:12:40,ALT_473664,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.2.95,10.0.2.59,37793,8080,WiFi,446,23,0.38,1,4,10258,6644,32.14,3,2,True,False,normal,0,LOW,,0.163879,0.155913,0.001416,
2024-02-05 06:53:12,ALT_697775,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.22.41,10.0.8.3,57569,80,HTTP,483,12,0.2,1,5,5796,3760,15.56,6,0,False,False,normal,0,LOW,,0.125027,0.100509,0.04715,
2024-01-27 21:03:42,ALT_515167,WARD_ESP32_HR_001,ESP32_Pulse_Oximeter,General_Ward,7,False,192.168.18.78,10.0.6.150,33047,57363,BLE,229,6,0.1,1,0,1374,657,41.21,21,5,False,True,normal,0,LOW,,0.167824,0.124872,0.098387,
2024-01-30 10:26:21,ALT_609633,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.16.238,10.0.4.178,25711,443,WiFi,284,27,0.45,1,1,7668,4929,10.54,10,1,False,False,normal,0,INFO,,0.176003,0.185956,0.022245,
2024-01-27 17:42:46,ALT_997644,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.34.160,10.0.5.204,38583,8883,MQTT,1756,1211,20.18,23,123,2126516,703268,53.12,17,5,False,True,ddos,45,CRITICAL,GRP_35414,0.78001,0.831913,0.335087,CAMP_022
2024-02-12 01:35:53,ALT_937168,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.34.146,10.0.1.113,54887,80,HTTP,452,7,0.12,1,5,3164,1815,5.55,1,0,True,False,normal,0,LOW,,0.194191,0.157886,0.059358,
2024-02-01 09:55:00,ALT_237248,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.25.176,10.0.6.82,2695,8080,WiFi,379,11,0.18,1,4,4169,2726,52.22,9,3,False,False,normal,0,LOW,,0.024059,0.121804,0.087473,
2024-01-28 21:38:50,ALT_314266,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.2.96,10.0.2.135,56939,80,HTTP,465,15,0.25,1,1,6975,2142,37.2,21,6,False,True,normal,0,INFO,,0.05056,0.11195,0.049969,
2024-02-09 22:57:31,ALT_251800,WARD_ESP32_TEMP_001,ESP32_Temperature,General_Ward,6,False,192.168.44.2,10.0.6.159,37174,80,HTTP,1986,602,10.03,22,98,1195572,721475,45.83,22,4,False,False,replay_attack,27,LOW,GRP_38400,0.77062,0.714151,0.341704,CAMP_014
2024-01-31 16:32:21,ALT_292142,ICU_ESP32_ECG_001,ESP32_ECG_Monitor,ICU,10,True,192.168.12.20,10.0.5.154,51489,8883,MQTT,202,8,0.13,1,3,1616,744,13.77,16,2,False,False,normal,0,MEDIUM,,0.186746,0.14395,0.059501,
2024-01-16 13:14:18,ALT_973042,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.28.208,10.0.7.163,18940,1883,MQTT,280,38,0.63,1,1,10640,3667,39.62,13,1,False,False,normal,0,MEDIUM,,0.042368,0.083548,0.046345,
2024-02-03 21:44:28,ALT_239173,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.36.10,10.0.7.102,42824,65226,BLE,501,18,0.3,1,4,9018,3314,21.79,21,5,False,True,normal,0,INFO,,0.00755,0.088175,0.03586,
2024-01-18 10:28:49,ALT_375503,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.5.145,10.0.9.36,54496,80,HTTP,181,43,0.72,1,1,7783,3824,21.92,10,3,False,False,normal,0,LOW,,0.048675,0.179109,0.013086,
2024-01-17 13:48:15,ALT_123484,ICU_ESP32_TEMP_001,ESP32_Temperature,ICU,8,False,192.168.23.208,10.0.4.185,45621,8883,MQTT,1909,1816,30.27,42,197,3466744,1195478,3.02,13,2,False,False,mitm_ssl_strip,38,HIGH,GRP_1242,0.949694,0.719766,0.498565,CAMP_042
2024-01-18 01:25:06,ALT_652255,REHAB_ESP32_FALL_001,ESP32_Fall_Detection,Rehabilitation,7,False,192.168.42.107,10.0.5.88,5179,80,WiFi,688,193,3.22,5,36,132784,66386,12.53,1,3,True,False,firmware_exploit,42,MEDIUM,GRP_32530,0.747085,0.712598,0.235979,CAMP_033
2024-01-27 13:49:58,ALT_520584,OPD_ESP32_HR_001,ESP32_Pulse_Oximeter,OPD,5,False,192.168.11.114,10.0.10.221,12373,62700,BLE,1161,769,12.82,32,98,892809,579781,2.58,13,5,False,True,mitm_ssl_strip,38,LOW,GRP_20829,0.936556,0.931512,0.467043,CAMP_037
2024-02-12 11:29:20,ALT_243432,ER_ESP32_HR_001,ESP32_Pulse_Oximeter,Emergency,9,True,192.168.19.170,10.0.4.187,38311,8883,MQTT,433,13,0.22,1,0,5629,3814,1.14,11,0,False,False,normal,0,MEDIUM,,0.1948,0.131813,0.054431,
2024-02-03 13:56:36,ALT_243127,ER_ESP32_TEMP_001,ESP32_Temperature,Emergency,7,False,192.168.11.89,10.0.2.231,26271,80,HTTP,305,36,0.6,1,5,10980,4411,37.42,13,5,False,True,normal,0,LOW,,0.018242,0.047622,0.014946,
2024-01-24 03:59:40,ALT_713077,ICU_ESP32_HR_001,ESP32_Pulse_Oximeter,ICU,10,True,192.168.22.230,10.0.2.142,13293,8883,MQTT,1273,1032,17.2,22,99,1313736,411587,40.03,3,2,True,False,firmware_exploit,45,CRITICAL,GRP_23007,0.675551,0.763152,0.26981,CAMP_044
2024-01-30 08:51:50,ALT_916105,ICU_ESP32_ECG_002,ESP32_ECG_Monitor,ICU,9,True,192.168.13.197,10.0.10.74,5408,1883,MQTT,1490,1151,19.18,32,162,1714990,553663,36.96,8,1,False,False,wifi_deauth,25,CRITICAL,GRP_13909,0.877369,0.586536,0.430695,CAMP_013
2024-02-13 22:13:04,ALT_288566,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.20.82,10.0.5.154,46133,8080,WiFi,548,812,13.53,23,81,444976,295554,19.52,22,1,False,False,buffer_overflow,42,LOW,GRP_7247,0.884169,0.644059,0.55225,CAMP_036
2024-02-08 11:09:04,ALT_876895,OPD_ESP32_ENV_001,ESP32_Environment,OPD,4,False,192.168.31.141,10.0.3.113,36928,80,HTTP,1935,1638,27.3,4,20,3169530,1292256,54.9,11,3,False,False,mitm_ssl_strip,38,LOW,GRP_28808,0.835908,0.882795,0.351333,CAMP_037
2024-01-17 04:12:38,ALT_713666,HOME_ESP32_TEMP_001,ESP32_Temperature,Home_Care,4,False,192.168.9.104,10.0.7.228,21808,443,HTTPS,495,44,0.73,1,1,21780,10100,23.03,4,2,True,False,normal,0,INFO,,0.113725,0.024848,0.012516,
2024-01-28 09:19:26,ALT_721260,ER_ESP32_ECG_001,ESP32_ECG_Monitor,Emergency,9,True,192.168.17.140,10.0.4.249,59840,1883,MQTT,352,47,0.78,1,5,16544,5442,17.02,9,6,False,True,normal,0,MEDIUM,,0.138518,0.188612,0.085999,
2024-02-09 21:55:08,ALT_839358,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.39.221,10.0.7.63,61993,443,WiFi,1909,458,7.63,41,48,874322,573919,20.55,21,4,False,False,wifi_deauth,17,MEDIUM,GRP_33381,0.631588,0.619984,0.222606,CAMP_034
2024-01-16 10:21:35,ALT_599571,WARD_ESP32_TEMP_002,ESP32_Temperature,General_Ward,6,False,192.168.36.76,10.0.8.195,43851,8883,MQTT,135,20,0.33,1,5,2700,1752,40.26,10,1,False,False,normal,0,INFO,,0.061793,0.042439,0.094152,
2024-01-27 20:49:29,ALT_998091,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.1.232,10.0.7.160,56092,80,WiFi,261,47,0.78,1,2,12267,5020,42.96,20,5,False,True,normal,0,LOW,,0.056288,0.014302,0.082962,
2024-02-11 23:18:17,ALT_873820,WARD_ESP32_FALL_001,ESP32_Fall_Detection,General_Ward,7,False,192.168.16.101,10.0.8.113,41363,443,WiFi,959,740,12.33,23,153,709660,446294,51.95,23,6,True,True,firmware_exploit,45,MEDIUM,GRP_12859,0.632292,0.947293,0.355262,CAMP_021
2024-01-27 14:10:57,ALT_870783,ER_ESP32_FALL_001,ESP32_Fall_Detection,Emergency,8,False,192.168.40.183,10.0.8.243,2573,80,WiFi,489,21,0.35,1,0,10269,4220,31.3,14,5,False,True,normal,0,LOW,,0.01044,0.023559,0.023575,
2024-02-06 12:33:25,ALT_459423,HOME_ESP32_FALL_001,ESP32_Fall_Detection,Home_Care,6,False,192.168.37.80,10.0.6.38,60112,80,WiFi,288,31,0.52,1,3,8928,6045,58.77,12,1,False,False,normal,0,INFO,,0.075859,0.035116,0.002123,
